id,x,y
228,1.14568,0.11789942
229,0.64364433,1.0308644
230,1.3261307,-0.04586856
231,0.71067274,1.5173327
232,0.5787776,1.6220846
233,0.63358456,1.9105272
234,1.2874916,-0.071658775
235,0.6745616,1.3891374
236,1.0750983,0.44574425
237,1.43295,-0.30385652
238,0.64728415,0.96224535
239,1.1605402,-0.041682
240,0.87034935,0.33589995
241,0.7973662,1.2012373
242,0.8002333,0.5302835
243,0.6445077,1.9553219
244,0.72389406,1.3790636
245,0.65577704,1.9946827
246,0.6116263,1.577425
247,0.6554108,2.0315447
248,0.640671,1.8587552
249,0.853397,0.78982484
250,1.1688279,-0.032963753
251,0.6927145,2.096089
252,1.2136177,-0.01694473
253,1.2461863,-0.10086415
254,0.74208754,1.7622142
255,0.6343909,1.3333515
256,0.68589175,2.2408128
257,0.875333,0.5773406
258,0.61867297,1.7075146
259,0.5768625,1.9164721
260,0.7946977,0.9492837
261,1.3829633,-0.18451932
262,0.80897605,1.6251073
263,1.1240913,0.023958027
264,0.95310515,0.7334869
265,0.7543176,1.7813469
266,0.6194102,1.8448855
267,0.80293864,0.9085686
268,0.8436287,0.53243154
269,0.664086,2.0951343
270,0.54107046,1.456971
271,0.82825345,0.77625835
272,1.2078096,-0.030221079
273,0.85127103,-0.22830744
274,0.71885175,1.0699855
275,0.7530216,1.0601071
276,1.2237396,0.0053943424
277,0.99381226,0.39583838
278,0.6875848,2.0452914
279,0.6784032,0.62756467
280,0.82073987,0.66341746
281,0.6097842,1.6173569
282,1.3546076,-0.17837906
283,0.8164463,0.71113515
284,0.5333584,1.579149
285,1.0638627,0.2889386
286,0.76209,1.21675
287,1.1949575,-0.14438497
288,0.65617603,1.7338287
289,0.7780576,1.0493441
290,0.9778068,0.27324566
291,0.6213749,2.32139
292,1.3279622,-0.17885198
293,0.9650455,0.44772604
294,1.1427636,0.312003
295,1.0467737,0.101403244
296,0.6583459,1.6639825
297,0.7624901,0.89938194
